split,species,source_name,geco2_level,sample_bytes,compressed_bytes,bits_per_base,percent_of_2bit,compression_seconds,compression_bases_per_second,geco2_command
val,AnCa,AnCa,5,28437935,5910089,1.6625930117640397,83.12965058820198,10.645502664992819,2671356.712306002,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_jm8hg8h2/val_16_AnCa.seq""]"
val,WaMe,WaMe,5,1828886,445631,1.9493002844354432,97.46501422177217,1.1518566309823655,1587772.254642687,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline__uwjgazi/val_17_WaMe.seq""]"
test,OrSa,OrSa,10,8652506,1895249,1.7523237776431475,87.61618888215737,9.705336028011516,891520.4970778095,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""10"", ""/tmp/geco2_baseline_h5pvjwa_/test_1_OrSa.seq""]"
test,HoSa,HoSa,12,37950534,8077367,1.7027148023793288,85.13574011896644,41.8127558559936,907630.5357796699,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""12"", ""/tmp/geco2_baseline_44849x94/test_2_HoSa.seq""]"
test,DaRe,DaRe,10,12513004,2351196,1.5032016292810264,75.16008146405132,13.154905149014667,951204.4258971532,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""10"", ""/tmp/geco2_baseline_gn3sixly/test_3_DaRe.seq""]"
test,ScPo,ScPo,8,2130431,496528,1.8645166165907274,93.22583082953638,3.6828264860087074,578477.1582624495,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""8"", ""/tmp/geco2_baseline_o1w365zu/test_4_ScPo.seq""]"
test,EsCo,EsCo,6,928331,220664,1.9015975982704445,95.07987991352222,0.7765087230072822,1195519.087544486,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""6"", ""/tmp/geco2_baseline_pvhukinq/test_5_EsCo.seq""]"
test,YeMi,YeMi,3,14739,3423,1.8579279462650111,92.89639731325056,0.05844123201677576,252202.07533901953,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""3"", ""/tmp/geco2_baseline_yyzhj7hc/test_6_YeMi.seq""]"
test,BuEb,BuEb,1,3788,972,2.0527983104540657,102.63991552270329,0.02759316097944975,137280.39360264473,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""1"", ""/tmp/geco2_baseline_3s2kb2k0/test_7_BuEb.seq""]"
test,AgPh,AgPh,2,8794,2204,2.005003411416875,100.25017057084375,0.034137990995077416,257601.56774509858,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""2"", ""/tmp/geco2_baseline_b7kn9hl_/test_8_AgPh.seq""]"
test,GaGa,GaGa,11,29706460,6724228,1.8108459910739954,90.54229955369976,29.69581701399875,1000358.400174551,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""11"", ""/tmp/geco2_baseline_2ld0he0g/test_9_GaGa.seq""]"
test,DrMe,DrMe,10,6436287,1525479,1.8960981696434607,94.80490848217303,7.856882160005625,819190.9804582575,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""10"", ""/tmp/geco2_baseline_strle2wf/test_10_DrMe.seq""]"
test,EnIn,EnIn,9,5280618,1162901,1.7617650055353369,88.08825027676684,6.666002901998581,792171.5723251157,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""9"", ""/tmp/geco2_baseline__w3flnz3/test_11_EnIn.seq""]"
test,PlFa,PlFa,7,1797343,406104,1.8075748479839406,90.37874239919704,3.465886951016728,518580.9651041112,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""7"", ""/tmp/geco2_baseline_8ra32dq9/test_12_PlFa.seq""]"
test,HePy,HePy,4,333565,76946,1.8454214321046873,92.27107160523437,0.4564387240097858,730799.0809141963,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""4"", ""/tmp/geco2_baseline_7uofxzqx/test_13_HePy.seq""]"
test,AeCa,AeCa,5,318211,75788,1.9053521091351335,95.26760545675668,0.5200132830068469,611928.599515813,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_604lzj4g/test_14_AeCa.seq""]"
test,HaHi,HaHi,5,778001,185068,1.9030104074416356,95.15052037208179,0.7271839099994395,1069882.033006753,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_n72boh_w/test_15_HaHi.seq""]"
test,AnCa,AnCa,5,28437935,5925743,1.6669967070393825,83.34983535196912,10.747870527993655,2645913.4324265644,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_upndhb_b/test_16_AnCa.seq""]"
test,WaMe,WaMe,5,1828887,440571,1.927165538384821,96.35827691924105,1.094467570015695,1671028.9551784282,"[""/home/Liang_junnan/miniconda3/bin/GeCo2"", ""-F"", ""-v"", ""-l"", ""5"", ""/tmp/geco2_baseline_k6e3h99o/test_17_WaMe.seq""]"
